year,season,state,district,crop,crop_category,crop_type,unit,sum_insured,premium_rate,farmer_share_pct,state_share_pct,goi_share_pct,farmer_share_value,state_share_value,goi_share_value,indemnity_level,insurance_company,total_subsidy,total_premium,gov_subsidy_pct,premium_to_insured_pct
2018,Rabi,Haryana,Yamunanagar,Mustard,Oilseeds,Agriculture,1,38000.0,7.08,1.5,2.79,2.79,570.0,1060.2,1060.2,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2120.4,2690.4,78.8135593220339,7.08
2020,Kharif,Chhattisgarh,Uttar Bastar Kanker,Paddy - RF (UnIR),Cereals,Agriculture,1,38000.0,20.22,2.0,9.11,9.11,760.0,3461.8,3461.8,80,AGRICULTURE INSURANCE COMPANY,6923.6,7683.6,90.10880316518298,20.220000000000002
2019,Rabi,Assam,Barpeta,Mustard,Oilseeds,Agriculture,1,33700.0,3.0,1.5,0.75,0.75,505.5,252.75,252.75,80,AGRICULTURE INSURANCE COMPANY,505.5,1011.0,50.0,3.0
2018,Rabi,Chhattisgarh,Janjgir - Champa,Wheat - RF,Cereals,Agriculture,1,10000.0,5.0,1.5,1.75,1.75,150.0,175.0,175.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,350.0,500.0,70.0,5.0
2019,Kharif,Chhattisgarh,Koriya,Maize (Makka),Millets,Agriculture,1,18000.0,5.0,2.0,1.5,1.5,360.0,270.0,270.0,80,AGRICULTURE INSURANCE COMPANY,540.0,900.0,60.0,5.0
2019,Kharif,Chhattisgarh,Koriya,Paddy - RF (UnIR),Cereals,Agriculture,1,27000.0,15.0,2.0,6.5,6.5,540.0,1755.0,1755.0,80,AGRICULTURE INSURANCE COMPANY,3510.0,4050.0,86.66666666666667,15.0
2022,Kharif,HARYANA,Charkhi Dadri,Pearl Millet (Bajra),Millets,Agriculture,1,43588.0,20.0,2.0,9.0,9.0,871.76,3922.92,3922.92,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,7845.84,8717.6,90.0,20.0
2019,Kharif,Haryana,Fatehabad,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,76600.0,15.0,2.0,8.0,5.0,1532.0,6128.0,3830.0,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,9958.0,11490.0,86.66666666666667,15.0
2022,Kharif,CHHATTISGARH,Rajnandgaon,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,33300.0,24.9,2.0,11.45,11.45,666.0,3812.85,3812.85,80,AGRICULTURE INSURANCE COMPANY,7625.7,8291.7,91.96787148594376,24.900000000000002
2022,Kharif,CHHATTISGARH,Rajnandgaon,Soybean (Bhat),Oilseeds,Agriculture,1,46200.0,12.99,2.0,5.495,5.495,924.0,2538.69,2538.69,80,AGRICULTURE INSURANCE COMPANY,5077.38,6001.38,84.60354118552733,12.990000000000002
2019,Kharif,Haryana,Fatehabad,Maize (Makka),Millets,Agriculture,1,38300.0,25.0,2.0,11.5,11.5,766.0,4404.5,4404.5,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,8809.0,9575.0,92.0,25.0
2019,Rabi,Madhya Pradesh,Umaria,Wheat - IR,Cereals,Agriculture,1,21000.0,10.0,1.5,4.25,4.25,315.0,892.5,892.5,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,1785.0,2100.0,85.0,10.0
2019,Rabi,Madhya Pradesh,Umaria,Lentil (Masur),Pulses,Agriculture,1,15000.0,5.0,1.5,1.75,1.75,225.0,262.5,262.5,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,525.0,750.0,70.0,5.0
2022,Kharif,MADHYA PRADESH,Chhindwara,Black Gram (Urad),Pulses,Agriculture,1,22050.0,17.0,2.0,7.5,7.5,441.0,1653.75,1653.75,80,AGRICULTURE INSURANCE COMPANY,3307.5,3748.5,88.23529411764706,17.0
2018,Rabi,Chhattisgarh,Balrampur,Bengal Gram (Chana),Pulses,Agriculture,1,27000.0,12.0,1.5,5.25,5.25,405.0,1417.5,1417.5,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2835.0,3240.0,87.5,12.0
2018,Kharif,Haryana,Charkhi Dadri,Pearl Millet (Bajra),Millets,Agriculture,1,36000.0,14.0,2.0,6.0,6.0,720.0,2160.0,2160.0,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4320.0,5040.0,85.71428571428571,14.000000000000002
2018,Rabi,Chhattisgarh,Surguja,Mustard,Oilseeds,Agriculture,1,18000.0,21.0,1.5,9.75,9.75,270.0,1755.0,1755.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3510.0,3780.0,92.85714285714286,21.0
2022,Kharif,MADHYA PRADESH,Gwalior,Pearl Millet (Bajra),Millets,Agriculture,1,22000.0,3.0,2.0,0.5,0.5,440.0,110.0,110.0,80,AGRICULTURE INSURANCE COMPANY,220.0,660.0,33.33333333333333,3.0
2018,Rabi,Haryana,Sonipat,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,39000.0,6.0,1.5,2.25,2.25,585.0,877.5,877.5,90,SBI GENERAL INSURANCE,1755.0,2340.0,75.0,6.0
2020,Kharif,Assam,Kamrup Metropolitan,Paddy - Sali,Cereals,Agriculture,1,59400.0,4.25,2.0,0.2250000000000001,2.025,1188.0,133.65,1202.85,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1336.5,2524.5,52.94117647058824,4.25
2019,Kharif,Andhra Pradesh,Kurnool,"Castor (Rehri, Rendi, Arandi)",Oilseeds,Agriculture,1,32500.0,11.57,2.0,4.785,4.785,650.0,1555.125,1555.125,80,SBI GENERAL INSURANCE,3110.25,3760.25,82.71391529818496,11.57
2019,Kharif,Andhra Pradesh,Kurnool,Maize (Makka),Millets,Agriculture,1,75000.0,2.22,2.0,0.11,0.11,1500.0,82.5,82.5,80,SBI GENERAL INSURANCE,165.0,1665.0,9.90990990990991,2.22
2019,Kharif,Andhra Pradesh,Kurnool,Cotton (Kapas) - IR,Fiber Crops,Horticulture & Commercial,1,125000.0,12.86,5.0,3.93,3.93,6250.0,4912.5,4912.5,80,SBI GENERAL INSURANCE,9825.0,16075.0,61.11975116640747,12.86
2019,Kharif,Andhra Pradesh,Kurnool,Onion,Vegetables,Horticulture & Commercial,1,75000.0,2.22,2.22,0.0,0.0,1665.0,0.0,0.0,80,SBI GENERAL INSURANCE,0.0,1665.0,0.0,2.22
2019,Kharif,Andhra Pradesh,Kurnool,Chillies - IR,Vegetables,Horticulture & Commercial,1,200000.0,3.33,3.33,0.0,0.0,6660.0,0.0,0.0,80,SBI GENERAL INSURANCE,0.0,6660.0,0.0,3.3300000000000005
2019,Kharif,Andhra Pradesh,Kurnool,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,40000.0,7.51,2.0,2.755,2.755,800.0,1102.0,1102.0,80,SBI GENERAL INSURANCE,2204.0,3004.0,73.36884154460719,7.51
2019,Kharif,Andhra Pradesh,Kurnool,Paddy (Dhan),Cereals,Agriculture,1,82500.0,5.63,2.0,1.815,1.815,1650.0,1497.375,1497.375,80,SBI GENERAL INSURANCE,2994.75,4644.75,64.47602131438721,5.63
2019,Kharif,Andhra Pradesh,Kurnool,Chillies - RF,Vegetables,Horticulture & Commercial,1,200000.0,8.89,5.0,1.945,1.945,10000.0,3890.0,3890.0,80,SBI GENERAL INSURANCE,7780.0,17780.0,43.7570303712036,8.89
2019,Kharif,Andhra Pradesh,Kurnool,Pearl Millet (Bajra),Millets,Agriculture,1,25000.0,14.14,2.0,6.07,6.07,500.0,1517.5,1517.5,80,SBI GENERAL INSURANCE,3035.0,3535.0,85.85572842998586,14.14
2019,Kharif,Andhra Pradesh,Kurnool,Sugarcane - Seasonal/suru/plant,Sugar and Starch Crops,Horticulture & Commercial,1,162500.0,3.33,3.33,0.0,0.0,5411.25,0.0,0.0,90,SBI GENERAL INSURANCE,0.0,5411.25,0.0,3.3300000000000005
2019,Kharif,Andhra Pradesh,Kurnool,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,35000.0,11.11,2.0,4.555,4.555,700.0,1594.25,1594.25,80,SBI GENERAL INSURANCE,3188.5,3888.5,81.998199819982,11.110000000000001
2019,Kharif,Andhra Pradesh,Kurnool,Sugarcane - Ratoon,Sugar and Starch Crops,Horticulture & Commercial,1,137500.0,3.33,3.33,0.0,0.0,4578.75,0.0,0.0,90,SBI GENERAL INSURANCE,0.0,4578.75,0.0,3.3300000000000005
2019,Kharif,Andhra Pradesh,Kurnool,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,40000.0,5.56,2.0,1.78,1.78,800.0,712.0,712.0,80,SBI GENERAL INSURANCE,1424.0,2224.0,64.02877697841727,5.56
2019,Kharif,Andhra Pradesh,Kurnool,Korra,Millets,Agriculture,1,18750.0,6.31,2.0,2.155,2.155,375.0,404.0625,404.0625,80,SBI GENERAL INSURANCE,808.125,1183.125,68.30427892234549,6.3100000000000005
2019,Rabi,Assam,Tinsukia,Potato,Vegetables,Horticulture & Commercial,1,131900.0,8.0,5.0,1.5,1.5,6595.0,1978.5,1978.5,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,3957.0,10552.0,37.5,8.0
2020,Kharif,Haryana,Panipat,Paddy (Dhan),Cereals,Agriculture,1,84015.0,6.0,2.0,2.0,2.0,1680.3,1680.3,1680.3,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3360.6,5040.9,66.66666666666667,6.0
2021,Rabi,Chhattisgarh,Balod,Wheat - IR,Cereals,Agriculture,1,30000.0,10.0,1.5,4.25,4.25,450.0,1275.0,1275.0,80,AGRICULTURE INSURANCE COMPANY,2550.0,3000.0,85.0,10.0
2022,Kharif,HARYANA,Kurukshetra,Maize (Makka),Millets,Agriculture,1,46314.0,9.6908,2.0,3.8453999999999993,3.8454,926.28,1780.95856,1780.95856,90,AGRICULTURE INSURANCE COMPANY,3561.91712,4488.19712,79.36186902593084,9.690800017273395
2018,Kharif,Chhattisgarh,Dakshin Bastar Dantewada,Black Gram (Urad),Pulses,Agriculture,1,15000.0,9.0,2.0,3.5,3.5,300.0,525.0,525.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1050.0,1350.0,77.77777777777779,9.0
2018,Rabi,Chhattisgarh,Kabeerdham,Mustard,Oilseeds,Agriculture,1,20000.0,10.0,1.5,4.25,4.25,300.0,850.0,850.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1700.0,2000.0,85.0,10.0
2018,Kharif,Haryana,Mewat,Paddy (Dhan),Cereals,Agriculture,1,73500.0,5.38,2.0,1.69,1.69,1470.0,1242.15,1242.15,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2484.3,3954.3,62.825278810408925,5.38
2018,Rabi,Haryana,Palwal,Wheat,Cereals,Agriculture,1,66500.0,3.28,1.5,0.89,0.89,997.5,591.85,591.85,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,1183.7,2181.2,54.268292682926834,3.2799999999999994
2018,Rabi,Chhattisgarh,Kabeerdham,Wheat - IR,Cereals,Agriculture,1,33000.0,8.0,1.5,3.25,3.25,495.0,1072.5,1072.5,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2145.0,2640.0,81.25,8.0
2019,Kharif,Haryana,Karnal,Maize (Makka),Millets,Agriculture,1,38300.0,7.27,0.0,4.635,2.635,0.0,1775.205,1009.205,90,SBI GENERAL INSURANCE,2784.41,2784.41,100.0,7.2700000000000005
2022,Kharif,HARYANA,Gurugram,Maize (Makka),Millets,Agriculture,1,46314.0,10.0,2.0,4.0,4.0,926.28,1852.56,1852.56,90,RELIANCE GENERAL INSURANCE CO. LTD.,3705.12,4631.4,80.0,10.0
2021,Kharif,Haryana,Jind,Pearl Millet (Bajra),Millets,Agriculture,1,41512.0,17.0,2.0,7.5,7.5,830.24,3113.4,3113.4,90,RELIANCE GENERAL INSURANCE CO. LTD.,6226.8,7057.040000000001,88.23529411764704,17.0
2022,Kharif,CHHATTISGARH,Bemetara,Soybean (Bhat),Oilseeds,Agriculture,1,43200.0,22.75,2.0,10.375,10.375,864.0,4482.0,4482.0,80,AGRICULTURE INSURANCE COMPANY,8964.0,9828.0,91.20879120879121,22.75
2018,Rabi,Haryana,Karnal,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,39000.0,6.0,1.5,2.25,2.25,585.0,877.5,877.5,90,SBI GENERAL INSURANCE,1755.0,2340.0,75.0,6.0
2020,Kharif,Haryana,Fatehabad,Maize (Makka),Millets,Agriculture,1,42008.0,13.0,2.0,5.5,5.5,840.16,2310.44,2310.44,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,4620.88,5461.04,84.61538461538461,13.0
2022,Kharif,HARYANA,Panipat,Pearl Millet (Bajra),Millets,Agriculture,1,43588.0,12.0,2.0,5.0,5.0,871.76,2179.4,2179.4,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,4358.8,5230.5599999999995,83.33333333333334,11.999999999999998
2018,Rabi,Andhra Pradesh,East Godavari,Black Gram (Urad),Pulses,Agriculture,1,25000.0,20.0,1.5,9.25,9.25,375.0,2312.5,2312.5,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,4625.0,5000.0,92.5,20.0
2022,Rabi,Madhya Pradesh,Vidisha,Lentil (Masur),Pulses,Agriculture,1,22000.0,18.0,1.5,8.25,8.25,330.0,1815.0,1815.0,80,AGRICULTURE INSURANCE COMPANY,3630.0,3960.0,91.66666666666666,18.0
2022,Rabi,Madhya Pradesh,Vidisha,Bengal Gram (Chana),Pulses,Agriculture,1,35000.0,11.0,1.5,4.75,4.75,525.0,1662.5,1662.5,80,AGRICULTURE INSURANCE COMPANY,3325.0,3850.0,86.36363636363636,11.0
2022,Rabi,Madhya Pradesh,Vidisha,Mustard,Oilseeds,Agriculture,1,12300.0,3.0,1.5,0.75,0.75,184.5,92.25,92.25,80,AGRICULTURE INSURANCE COMPANY,184.5,369.0,50.0,3.0
2022,Rabi,Madhya Pradesh,Vidisha,Wheat - IR,Cereals,Agriculture,1,35000.0,6.0,1.5,2.25,2.25,525.0,787.5,787.5,80,AGRICULTURE INSURANCE COMPANY,1575.0,2100.0,75.0,6.0
2019,Rabi,Chhattisgarh,Koriya,Mustard,Oilseeds,Agriculture,1,18000.0,5.0,1.5,1.75,1.75,270.0,315.0,315.0,80,AGRICULTURE INSURANCE COMPANY,630.0,900.0,70.0,5.0
2019,Kharif,Andhra Pradesh,Sri Potti Sriramulu Nellore,Maize (Makka),Millets,Agriculture,1,62500.0,8.88,2.0,3.44,3.44,1250.0,2150.0,2150.0,80,ORIENTAL INSURANCE,4300.0,5550.0,77.47747747747748,8.88
2019,Kharif,Andhra Pradesh,Sri Potti Sriramulu Nellore,Bengal Gram (Chana),Pulses,Agriculture,1,40000.0,13.2,2.0,5.6,5.6,800.0,2240.0,2240.0,80,ORIENTAL INSURANCE,4480.0,5280.0,84.84848484848484,13.200000000000001
2019,Kharif,Andhra Pradesh,Sri Potti Sriramulu Nellore,Groundnut (Pea Nut) - IR,Oilseeds,Agriculture,1,52500.0,7.41,2.0,2.705,2.705,1050.0,1420.125,1420.125,80,ORIENTAL INSURANCE,2840.25,3890.25,73.00944669365722,7.41
2020,Kharif,Chhattisgarh,Jashpur,Paddy - RF (UnIR),Cereals,Agriculture,1,29000.0,11.0,2.0,4.5,4.5,580.0,1305.0,1305.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2610.0,3190.0,81.81818181818183,11.0
2020,Kharif,Chhattisgarh,Jashpur,Black Gram (Urad),Pulses,Agriculture,1,12000.0,10.0,2.0,4.0,4.0,240.0,480.0,480.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,960.0,1200.0,80.0,10.0
2020,Kharif,Chhattisgarh,Jashpur,Maize (Makka),Millets,Agriculture,1,16000.0,10.0,2.0,4.0,4.0,320.0,640.0,640.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1280.0,1600.0,80.0,10.0
2019,Kharif,Andhra Pradesh,Sri Potti Sriramulu Nellore,Pearl Millet (Bajra),Millets,Agriculture,1,27500.0,18.57,2.0,8.285,8.285,550.0,2278.375,2278.375,80,ORIENTAL INSURANCE,4556.75,5106.75,89.22994076467421,18.57
2020,Kharif,Chhattisgarh,Jashpur,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,14900.0,9.0,2.0,3.5,3.5,298.0,521.5,521.5,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1043.0,1341.0,77.77777777777779,9.0
2022,Rabi,Chhattisgarh,Gaurella Pendra Marwahi,Bengal Gram (Chana),Pulses,Agriculture,1,30000.0,17.0,1.5,7.75,7.75,450.0,2325.0,2325.0,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,4650.0,5100.0,91.17647058823529,17.0
2022,Kharif,CHHATTISGARH,Korba,Black Gram (Urad),Pulses,Agriculture,1,19200.0,24.9,2.0,11.45,11.45,384.0,2198.4,2198.4,80,AGRICULTURE INSURANCE COMPANY,4396.8,4780.8,91.96787148594377,24.9
2022,Rabi,Assam,Cachar,Paddy - Summer,Cereals,Agriculture,1,69500.0,8.0,1.5,0.6500000000000004,5.85,1042.5,451.75,4065.75,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,4517.5,5560.0,81.25,8.0
2022,Rabi,Chhattisgarh,Gaurella Pendra Marwahi,Wheat - IR,Cereals,Agriculture,1,25000.0,10.0,1.5,4.25,4.25,375.0,1062.5,1062.5,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2125.0,2500.0,85.0,10.0
2022,Kharif,CHHATTISGARH,Korba,Paddy - IR,Cereals,Agriculture,1,54000.0,20.73,2.0,9.365,9.365,1080.0,5057.1,5057.1,90,AGRICULTURE INSURANCE COMPANY,10114.2,11194.2,90.35214664737096,20.73
2021,Kharif,Haryana,Palwal,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,85622.0,12.0,5.0,3.5,3.5,4281.1,2996.77,2996.77,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5993.54,10274.640000000001,58.33333333333333,12.000000000000002
2019,Kharif,Assam,Cachar,Paddy - Sali,Cereals,Agriculture,1,59400.0,2.0,2.0,0.0,0.0,1188.0,0.0,0.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,1188.0,0.0,2.0
2021,Kharif,Haryana,Palwal,Paddy (Dhan),Cereals,Agriculture,1,88216.0,8.0,2.0,3.0,3.0,1764.32,2646.48,2646.48,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5292.96,7057.280000000001,74.99999999999999,8.0
2019,Rabi,Assam,Goalpara,Mustard,Oilseeds,Agriculture,1,33700.0,4.0,1.5,1.25,1.25,505.5,421.25,421.25,80,AGRICULTURE INSURANCE COMPANY,842.5,1348.0,62.5,4.0
2019,Rabi,Assam,Goalpara,Potato,Vegetables,Horticulture & Commercial,1,131900.0,3.0,3.0,0.0,0.0,3957.0,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,3957.0,0.0,3.0
2019,Kharif,Assam,Chirang,Jute,Fiber Crops,Horticulture & Commercial,1,55300.0,3.0,3.0,0.0,0.0,1659.0,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,1659.0,0.0,3.0
2022,Rabi,Haryana,Kurukshetra,Barley (Jau),Cereals,Agriculture,1,46314.0,5.0,1.5,1.75,1.75,694.71,810.495,810.495,90,AGRICULTURE INSURANCE COMPANY,1620.99,2315.7,70.0,5.0
2021,Rabi,Haryana,Sonipat,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,44108.0,23.0,1.5,10.75,10.75,661.62,4741.61,4741.61,90,RELIANCE GENERAL INSURANCE CO. LTD.,9483.22,10144.84,93.4782608695652,23.0
2021,Rabi,Madhya Pradesh,Chhindwara,Bengal Gram (Chana),Pulses,Agriculture,1,35000.0,11.0,1.5,4.75,4.75,525.0,1662.5,1662.5,80,AGRICULTURE INSURANCE COMPANY,3325.0,3850.0,86.36363636363636,11.0
2021,Rabi,Madhya Pradesh,Chhindwara,Lentil (Masur),Pulses,Agriculture,1,27000.0,6.0,1.5,2.25,2.25,405.0,607.5,607.5,80,AGRICULTURE INSURANCE COMPANY,1215.0,1620.0,75.0,6.0
2021,Rabi,Madhya Pradesh,Chhindwara,Wheat - IR,Cereals,Agriculture,1,34000.0,8.0,1.5,3.25,3.25,510.0,1105.0,1105.0,80,AGRICULTURE INSURANCE COMPANY,2210.0,2720.0,81.25,8.0
2021,Rabi,Madhya Pradesh,Chhindwara,Wheat - RF,Cereals,Agriculture,1,24000.0,15.0,1.5,6.75,6.75,360.0,1620.0,1620.0,80,AGRICULTURE INSURANCE COMPANY,3240.0,3600.0,90.0,15.0
2022,Rabi,Haryana,Jhajjar,Barley (Jau),Cereals,Agriculture,1,46314.0,10.0,1.5,4.25,4.25,694.71,1968.345,1968.345,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3936.69,4631.400000000001,84.99999999999999,10.0
2018,Rabi,Haryana,Mahendragarh,Bengal Gram (Chana),Pulses,Agriculture,1,29500.0,6.0,1.5,2.25,2.25,442.5,663.75,663.75,90,SBI GENERAL INSURANCE,1327.5,1770.0,75.0,6.0
