year,season,state,district,crop,crop_category,crop_type,unit,sum_insured,premium_rate,farmer_share_pct,state_share_pct,goi_share_pct,farmer_share_value,state_share_value,goi_share_value,indemnity_level,insurance_company,total_subsidy,total_premium,gov_subsidy_pct,premium_to_insured_pct
2020,Rabi,ODISHA,Dhenkanal,Onion,Vegetables,Horticulture & Commercial,1,75000.0,2.5,2.5,0.0,0.0,1875.0,0.0,0.0,70,AGRICULTURE INSURANCE COMPANY,0.0,1875.0,0.0,2.5
2020,Kharif,Sikkim,East District,Paddy (Dhan),Cereals,Agriculture,1,39150.0,2.0,2.0,0.0,0.0,783.0,0.0,0.0,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,0.0,783.0,0.0,2.0
2022,Kharif,Uttar Pradesh,Prayagraj,Pearl Millet (Bajra),Millets,Agriculture,1,19480.0,3.37,2.0,0.685,0.685,389.6,133.438,133.438,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,266.876,656.476,40.652818991097924,3.37
2018,Kharif,Haryana,Bhiwani,Paddy (Dhan),Cereals,Agriculture,1,73500.0,6.2821,2.0,2.141,2.141,1470.0,1573.69,1573.69,90,ORIENTAL INSURANCE,3147.38,4617.38,68.16376386608857,6.282149659863946
2020,Kharif,Tamil Nadu,Perambalur,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,26800.0,31.5,2.0,15.5,14.0,536.0,4154.0,3752.0,80,AGRICULTURE INSURANCE COMPANY,7906.0,8442.0,93.65079365079364,31.5
2022,Kharif,MAHARASHTRA,Jalna,Pearl Millet (Bajra),Millets,Agriculture,1,24000.0,22.0,2.0,10.0,10.0,480.0,2400.0,2400.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,4800.0,5280.0,90.9090909090909,22.0
2022,Rabi,Tamil Nadu,Thiruvarur I,Groundnut (Pea Nut),Oilseeds,Agriculture,1,66690.0,27.0,1.5,13.75,11.75,1000.35,9169.875,7836.075,80,AGRICULTURE INSURANCE COMPANY,17005.95,18006.3,94.44444444444446,26.999999999999996
2022,Rabi,Uttar Pradesh,Saharanpur,Wheat,Cereals,Agriculture,1,71656.0,10.3,1.5,4.4,4.4,1074.84,3152.864,3152.864,90,AGRICULTURE INSURANCE COMPANY,6305.728,7380.567999999999,85.4368932038835,10.299999999999999
2018,Kharif,Tamil Nadu,The Nilgiris,Potato,Vegetables,Horticulture & Commercial,1,229710.0,2.37,2.37,0.0,0.0,5444.127,0.0,0.0,90,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,0.0,5444.127,0.0,2.37
2022,Kharif,Uttar Pradesh,Jhansi,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,32757.0,15.6,2.0,6.8,6.8,655.14,2227.476,2227.476,80,AGRICULTURE INSURANCE COMPANY,4454.952,5110.092000000001,87.17948717948717,15.600000000000003
2022,Kharif,MAHARASHTRA,Amravati,Soybean (Bhat),Oilseeds,Agriculture,1,53000.0,15.0,2.0,6.5,6.5,1060.0,3445.0,3445.0,70,AGRICULTURE INSURANCE COMPANY,6890.0,7950.0,86.66666666666667,15.0
2020,Rabi,KERALA,Alappuzha,Paddy - II,Cereals,Agriculture,1,80000.0,5.0,1.5,1.75,1.75,1200.0,1400.0,1400.0,80,AGRICULTURE INSURANCE COMPANY,2800.0,4000.0,70.0,5.0
2018,Kharif,Uttar Pradesh,Kannauj,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,7447.0,9.68,2.0,3.84,3.84,0.0,0.0,0.0,80,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,0.0,,0.0
2019,Rabi,Tamil Nadu,Coimbatore,Tomato,Vegetables,Horticulture & Commercial,1,66690.0,24.66,5.0,9.83,9.83,3334.5,6555.627,6555.627,90,ORIENTAL INSURANCE,13111.254,16445.754,79.72424979724249,24.66
2021,Rabi,Uttarakhand,Tehri Garhwal,Wheat - Hills,Cereals,Agriculture,1,40000.0,10.0,1.5,4.25,4.25,600.0,1700.0,1700.0,90,AGRICULTURE INSURANCE COMPANY,3400.0,4000.0,85.0,10.0
2019,Kharif,Maharashtra,Jalna,Green Gram (Moong),Pulses,Agriculture,1,19000.0,28.7,2.0,13.35,13.35,380.0,2536.5,2536.5,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5073.0,5453.0,93.03135888501743,28.7
2020,Rabi,KERALA,Malappuram,Banana - Plaintain,Fruits,Horticulture & Commercial,1,300000.0,8.3,5.0,1.6500000000000008,1.65,15000.0,4950.0,4950.0,80,AGRICULTURE INSURANCE COMPANY,9900.0,24900.0,39.75903614457831,8.3
2020,Kharif,Maharashtra,Ahmadnagar,Black Gram (Urad),Pulses,Agriculture,1,20000.0,20.0,2.0,9.0,9.0,400.0,1800.0,1800.0,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,3600.0,4000.0,90.0,20.0
2021,Kharif,Madhya Pradesh,Sidhi,Green Gram (Moong),Pulses,Agriculture,1,21328.0,25.0,2.0,11.5,11.5,426.56,2452.72,2452.72,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,4905.44,5332.0,92.0,25.0
2019,Kharif,Maharashtra,Wardha,Soybean (Bhat),Oilseeds,Agriculture,1,43000.0,15.0,2.0,6.5,6.5,860.0,2795.0,2795.0,70,AGRICULTURE INSURANCE COMPANY,5590.0,6450.0,86.66666666666667,15.0
2020,Kharif,Rajasthan,Jaisalmer,Pearl Millet (Bajra),Millets,Agriculture,1,3407.0,40.25,2.0,24.25,14.0,68.14,826.1975,476.98,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1303.1775,1371.3175,95.03105590062111,40.25
2018,Rabi,Maharashtra,Bid,Wheat - IR,Cereals,Agriculture,1,34600.0,11.0,1.5,4.75,4.75,519.0,1643.5,1643.5,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3287.0,3806.0,86.36363636363636,11.0
2020,Rabi,KERALA,Malappuram,Tapioca - Rabi -I,Sugar and Starch Crops,Horticulture & Commercial,1,125000.0,3.5,3.5,0.0,0.0,4375.0,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,4375.0,0.0,3.5000000000000004
2019,Rabi,Maharashtra,Jalgaon,Onion,Vegetables,Horticulture & Commercial,1,52000.0,17.0,5.0,6.0,6.0,2600.0,3120.0,3120.0,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,6240.0,8840.0,70.58823529411765,17.0
2022,Kharif,MADHYA PRADESH,Shahdol,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,33000.0,7.0,2.0,2.5,2.5,660.0,825.0,825.0,80,AGRICULTURE INSURANCE COMPANY,1650.0,2310.0,71.42857142857143,7.000000000000001
2022,Kharif,MADHYA PRADESH,Shajapur,Maize (Makka),Millets,Agriculture,1,30000.0,6.0,2.0,2.0,2.0,600.0,600.0,600.0,80,AGRICULTURE INSURANCE COMPANY,1200.0,1800.0,66.66666666666666,6.0
2021,Kharif,Tamil Nadu,Coimbatore,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,27848.0,35.0,2.0,21.5,11.5,556.96,5987.32,3202.52,90,AGRICULTURE INSURANCE COMPANY,9189.84,9746.8,94.28571428571429,35.0
2022,Rabi,Tamil Nadu,Dindigul,Paddy - III,Cereals,Agriculture,1,77188.0,20.0,1.5,9.25,9.25,1157.82,7139.89,7139.89,90,AGRICULTURE INSURANCE COMPANY,14279.78,15437.600000000002,92.5,20.000000000000004
2018,Kharif,Sikkim,South District,Soybean (Bhat) - IR,Millets,Agriculture,1,30660.0,2.0,2.0,0.0,0.0,613.2,0.0,0.0,80,SBI GENERAL INSURANCE,0.0,613.2,0.0,2.0
2019,Rabi,Uttar Pradesh,Rampur,Lentil (Masur),Pulses,Agriculture,1,32000.0,9.5,1.5,4.0,4.0,480.0,1280.0,1280.0,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2560.0,3040.0,84.21052631578947,9.5
2021,Rabi,Tamil Nadu,Ramanathapuram I,Cotton (Lint) - III,Fiber Crops,Horticulture & Commercial,1,14255.0,34.0,5.0,19.0,10.0,712.75,2708.45,1425.5,70,AGRICULTURE INSURANCE COMPANY,4133.95,4846.7,85.29411764705883,34.0
2021,Kharif,Uttar Pradesh,Gautam Buddha Nagar,Paddy (Dhan),Cereals,Agriculture,1,72685.0,7.4,2.0,2.7,2.7,1453.7,1962.495,1962.495,90,AGRICULTURE INSURANCE COMPANY,3924.99,5378.69,72.97297297297297,7.3999999999999995
2021,Kharif,Maharashtra,Aurangabad,Green Gram (Moong),Pulses,Agriculture,1,20000.0,35.0,2.0,19.0,14.0,400.0,3800.0,2800.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,6600.0,7000.0,94.28571428571428,35.0
2022,Rabi,Rajasthan,Bundi,Coriander,Condiments and Spices,Horticulture & Commercial,1,67578.0,11.5,5.0,3.25,3.25,3378.9,2196.285,2196.285,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,4392.57,7771.469999999999,56.52173913043478,11.5
2019,Rabi,Tamil Nadu,Tirunelveli,Cotton (Lint) - III,Fiber Crops,Horticulture & Commercial,1,58786.0,22.2,5.0,8.6,8.6,2939.3,5055.596,5055.596,70,ORIENTAL INSURANCE,10111.192,13050.491999999998,77.47747747747749,22.199999999999996
2018,Rabi,Uttarakhand,Tehri Garhwal,Wheat - Hills,Cereals,Agriculture,1,40000.0,5.0,1.5,1.75,1.75,600.0,700.0,700.0,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1400.0,2000.0,70.0,5.0
2022,Rabi,Rajasthan,Churu,Cumin,Condiments and Spices,Horticulture & Commercial,1,56538.0,28.0,5.0,11.5,11.5,2826.9,6501.87,6501.87,80,SBI GENERAL INSURANCE,13003.74,15830.64,82.14285714285714,27.999999999999996
2020,Rabi,ODISHA,Sambalpur,Black Gram (Urad),Pulses,Agriculture,1,37500.0,1.0,1.0,0.0,0.0,375.0,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,375.0,0.0,1.0
2018,Rabi,West Bengal,Jalpaiguri,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,34594.0,12.6,0.0,7.05,5.55,0.0,2438.877,1919.967,90,NATIONAL INSURANCE COMPANY LIMITED,4358.844,4358.844,100.0,12.6
2018,Rabi,Uttar Pradesh,Chitrakoot,Lentil (Masur),Pulses,Agriculture,1,18678.0,18.0,1.5,8.25,8.25,280.17,1540.935,1540.935,80,NEW INDIA ASSURANCE COMPANY,3081.87,3362.04,91.66666666666666,18.0
2021,Rabi,Rajasthan,Jhalawar,Wheat,Cereals,Agriculture,1,71690.0,5.0,1.5,1.75,1.75,1075.35,1254.575,1254.575,80,SBI GENERAL INSURANCE,2509.15,3584.5,70.0,5.0
2020,Rabi,MADHYA PRADESH,Guna,Bengal Gram (Chana),Pulses,Agriculture,1,30000.0,7.0,1.5,2.75,2.75,450.0,825.0,825.0,80,AGRICULTURE INSURANCE COMPANY,1650.0,2100.0,78.57142857142857,7.000000000000001
2018,Rabi,Uttar Pradesh,Chitrakoot,Bengal Gram (Chana),Pulses,Agriculture,1,26215.0,15.0,1.5,6.75,6.75,393.225,1769.5125,1769.5125,80,NEW INDIA ASSURANCE COMPANY,3539.025,3932.25,90.0,15.0
2018,Kharif,Rajasthan,Sikar,Pearl Millet (Bajra),Millets,Agriculture,1,33500.0,9.0,2.0,3.5,3.5,670.0,1172.5,1172.5,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,2345.0,3015.0,77.77777777777779,9.0
2018,Rabi,Tamil Nadu,Virudhunagar,Pearl Millet (Bajra),Millets,Agriculture,1,22724.0,11.75,1.5,5.125,5.125,340.86,1164.605,1164.605,80,NEW INDIA ASSURANCE COMPANY,2329.21,2670.07,87.23404255319149,11.75
2018,Rabi,Uttar Pradesh,Chitrakoot,Mustard,Oilseeds,Agriculture,1,16740.0,18.0,1.5,8.25,8.25,251.1,1381.05,1381.05,80,NEW INDIA ASSURANCE COMPANY,2762.1,3013.2,91.66666666666667,18.0
2018,Rabi,Uttar Pradesh,Chitrakoot,Wheat,Cereals,Agriculture,1,31072.0,7.0,1.5,2.75,2.75,466.08,854.48,854.48,80,NEW INDIA ASSURANCE COMPANY,1708.96,2175.04,78.57142857142857,6.999999999999999
2018,Rabi,Uttar Pradesh,Chitrakoot,Pea,Pulses,Agriculture,1,25260.0,5.0,1.5,1.75,1.75,378.9,442.05,442.05,80,NEW INDIA ASSURANCE COMPANY,884.1,1263.0,70.0,5.0
2019,Kharif,Jharkhand,Jamtara,Maize (Makka),Millets,Agriculture,1,51889.0,4.0,2.0,1.0,1.0,1037.78,518.89,518.89,80,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,1037.78,2075.56,50.0,4.0
2018,Kharif,Telangana,Nalgonda,Rice,Cereals,Agriculture,1,85000.0,2.0,2.0,0.0,0.0,1700.0,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,1700.0,0.0,2.0
2019,Kharif,Jharkhand,Palamu,Paddy (Dhan),Cereals,Agriculture,1,59585.0,13.5,2.0,5.75,5.75,1191.7,3426.1375,3426.1375,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,6852.275,8043.974999999999,85.18518518518519,13.499999999999998
2019,Kharif,Jharkhand,Garhwa,Maize (Makka),Millets,Agriculture,1,36750.0,4.0,2.0,1.0,1.0,735.0,367.5,367.5,80,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,735.0,1470.0,50.0,4.0
2019,Kharif,Telangana,Rangareddy,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,35000.0,15.0,2.0,6.5,6.5,700.0,2275.0,2275.0,80,AGRICULTURE INSURANCE COMPANY,4550.0,5250.0,86.66666666666667,15.0
2019,Rabi,Telangana,Bhadradri,Maize (Makka),Millets,Agriculture,1,62500.0,5.0,1.5,1.75,1.75,937.5,1093.75,1093.75,80,AGRICULTURE INSURANCE COMPANY,2187.5,3125.0,70.0,5.0
2020,Rabi,TAMIL NADU,Ranipet,Paddy - III,Cereals,Agriculture,1,73977.0,34.0,1.5,20.75,11.75,1109.655,15350.2275,8692.2975,90,AGRICULTURE INSURANCE COMPANY,24042.525,25152.18,95.58823529411765,34.0
2019,Rabi,Maharashtra,Jalgaon,Wheat - IR,Cereals,Agriculture,1,30000.0,7.5,1.5,3.0,3.0,450.0,900.0,900.0,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1800.0,2250.0,80.0,7.5
2022,Rabi,Rajasthan,Bundi,Mustard,Oilseeds,Agriculture,1,62487.0,9.5,1.5,4.0,4.0,937.305,2499.48,2499.48,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,4998.96,5936.264999999999,84.21052631578948,9.499999999999998
2019,Rabi,Tamil Nadu,Tirunelveli,Onion,Vegetables,Horticulture & Commercial,1,47918.0,14.42,5.0,4.71,4.71,2395.9,2256.9378,2256.9378,70,ORIENTAL INSURANCE,4513.8756,6909.775600000001,65.3259361997226,14.420000000000002
2019,Rabi,Tamil Nadu,Ariyalur,Paddy - II,Cereals,Agriculture,1,80275.0,25.0,1.5,11.75,11.75,1204.125,9432.3125,9432.3125,80,AGRICULTURE INSURANCE COMPANY,18864.625,20068.75,94.0,25.0
2020,Rabi,TAMIL NADU,Dharmapuri,Coriander,Condiments and Spices,Horticulture & Commercial,1,13709.0,45.0,5.0,27.5,12.5,685.45,3769.975,1713.625,90,AGRICULTURE INSURANCE COMPANY,5483.6,6169.05,88.8888888888889,45.0
2019,Kharif,Maharashtra,Nashik,Niger (Ramtil),Oilseeds,Agriculture,1,12500.0,15.0,2.0,6.5,6.5,250.0,812.5,812.5,70,AGRICULTURE INSURANCE COMPANY,1625.0,1875.0,86.66666666666667,15.0
2018,Kharif,Tamil Nadu,Thanjavur,Paddy - I,Cereals,Agriculture,1,72865.0,1.8,1.8,0.0,0.0,1311.57,0.0,0.0,80,NEW INDIA ASSURANCE COMPANY,0.0,1311.57,0.0,1.7999999999999998
2019,Kharif,Tamil Nadu,Nagapattinam,Maize (Makka) - I,Millets,Agriculture,1,55081.0,10.0,2.0,4.0,4.0,1101.62,2203.24,2203.24,70,AGRICULTURE INSURANCE COMPANY,4406.48,5508.099999999999,80.0,10.0
2020,Rabi,TAMIL NADU,Dharmapuri,Cotton (Lint) - III,Fiber Crops,Horticulture & Commercial,1,26958.0,35.0,5.0,17.5,12.5,1347.9,4717.65,3369.75,90,AGRICULTURE INSURANCE COMPANY,8087.4,9435.3,85.71428571428572,35.0
2021,Rabi,Rajasthan,Churu,Rocket Salad (Taramira),Oilseeds,Agriculture,1,19487.0,30.0,1.5,14.25,14.25,292.305,2776.8975,2776.8975,80,SBI GENERAL INSURANCE,5553.795,5846.1,95.0,30.000000000000004
2022,Kharif,MEGHALAYA,East Khasi Hills,Paddy - Sali,Cereals,Agriculture,1,42646.0,25.0,2.0,2.3000000000000007,20.7,852.92,980.858,8827.722,90,AGRICULTURE INSURANCE COMPANY,9808.58,10661.5,92.0,25.0
2020,Rabi,TAMIL NADU,Viluppuram,Onion,Vegetables,Horticulture & Commercial,1,39397.0,20.0,5.0,7.5,7.5,1969.85,2954.775,2954.775,80,AGRICULTURE INSURANCE COMPANY,5909.55,7879.4,75.00000000000001,20.0
2021,Rabi,Tamil Nadu,The Nilgiris,Potato,Vegetables,Horticulture & Commercial,1,244530.0,22.0,5.0,8.5,8.5,12226.5,20785.05,20785.05,90,AGRICULTURE INSURANCE COMPANY,41570.1,53796.600000000006,77.27272727272727,22.000000000000004
2020,Kharif,Kerala,Kottayam,Paddy - Autumn,Cereals,Agriculture,1,80000.0,13.3,2.0,5.65,5.65,1600.0,4520.0,4520.0,80,AGRICULTURE INSURANCE COMPANY,9040.0,10640.0,84.9624060150376,13.3
2020,Kharif,Maharashtra,Ahmadnagar,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,35000.0,18.0,2.0,8.0,8.0,700.0,2800.0,2800.0,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,5600.0,6300.0,88.88888888888889,18.0
2019,Rabi,Tamil Nadu,Coimbatore,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,30752.0,1.33,1.33,0.0,0.0,409.0016,0.0,0.0,90,ORIENTAL INSURANCE,0.0,409.0016,0.0,1.3299999999999998
2022,Kharif,MEGHALAYA,East Garo Hills,Ginger,Condiments and Spices,Horticulture & Commercial,1,134510.0,5.0,5.0,0.0,0.0,6725.5,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,6725.5,0.0,5.0
2019,Rabi,Tamil Nadu,Coimbatore,Sugarcane - Seasonal/suru/plant,Sugar and Starch Crops,Horticulture & Commercial,1,142025.0,17.54,5.0,6.27,6.27,7101.25,8904.9675,8904.9675,90,ORIENTAL INSURANCE,17809.935,24911.185,71.49372862029647,17.54
2019,Kharif,Tamil Nadu,Namakkal,Maize (Makka) - I,Millets,Agriculture,1,62615.0,20.0,2.0,9.0,9.0,1252.3,5635.35,5635.35,80,AGRICULTURE INSURANCE COMPANY,11270.7,12523.0,90.0,20.0
2021,Rabi,Rajasthan,Churu,Wheat,Cereals,Agriculture,1,42167.0,10.91,1.5,4.705,4.705,632.505,1983.95735,1983.95735,80,SBI GENERAL INSURANCE,3967.9147,4600.4196999999995,86.25114573785518,10.909999999999998
2019,Rabi,Rajasthan,Jodhpur,Isabgol,Medicinal and Aromatic Plants,Horticulture & Commercial,1,25000.0,25.0,5.0,10.0,10.0,1250.0,2500.0,2500.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,5000.0,6250.0,80.0,25.0
2018,Rabi,Maharashtra,Kolhapur,Wheat - IR,Cereals,Agriculture,1,34600.0,8.0,1.5,3.25,3.25,519.0,1124.5,1124.5,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2249.0,2768.0,81.25,8.0
2018,Rabi,Maharashtra,Gadchiroli,Wheat - IR,Cereals,Agriculture,1,22500.0,8.0,1.5,3.25,3.25,337.5,731.25,731.25,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1462.5,1800.0,81.25,8.0
2020,Rabi,Uttar Pradesh,Varanasi,Lentil (Masur),Pulses,Agriculture,1,43584.0,5.0,1.5,1.75,1.75,653.76,762.72,762.72,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1525.44,2179.2,70.0,5.0
2020,Kharif,Uttar Pradesh,Varanasi,Maize (Makka),Millets,Agriculture,1,32380.0,6.0,2.0,2.0,2.0,647.6,647.6,647.6,90,HDFC ERGO GENERAL INSURANCE CO. LTD.,1295.2,1942.8000000000002,66.66666666666666,6.000000000000001
2021,Rabi,Odisha,Khordha,Green Gram (Moong),Pulses,Agriculture,1,35000.0,1.0,1.0,0.0,0.0,350.0,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,350.0,0.0,1.0
2018,Rabi,Uttar Pradesh,Fatehpur,Wheat,Cereals,Agriculture,1,49307.0,4.0,1.5,1.25,1.25,739.605,616.3375,616.3375,80,SBI GENERAL INSURANCE,1232.675,1972.2800000000002,62.499999999999986,4.0
2022,Rabi,Tamil Nadu,Vellore,Paddy - III,Cereals,Agriculture,1,81510.0,20.0,1.5,9.25,9.25,1222.65,7539.675,7539.675,90,AGRICULTURE INSURANCE COMPANY,15079.35,16302.0,92.5,20.0
2018,Kharif,Telangana,Jayashankar,Rice,Cereals,Agriculture,1,85000.0,3.99,2.0,0.995,0.995,1700.0,845.75,845.75,80,NATIONAL INSURANCE COMPANY LIMITED,1691.5,3391.5,49.87468671679198,3.9899999999999998
2022,Rabi,Odisha,Kendrapara,Sugarcane - Noble Cane,Sugar and Starch Crops,Horticulture & Commercial,1,147500.0,1.6,1.6,0.0,0.0,2360.0,0.0,0.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,2360.0,0.0,1.6
2021,Rabi,Andaman  Nicobar Islands,Nicobars,Brinjal,Vegetables,Horticulture & Commercial,1,123850.0,15.0,0.5,9.5,5.0,619.25,11765.75,6192.5,80,NATIONAL INSURANCE COMPANY LIMITED,17958.25,18577.5,96.66666666666667,15.0
2018,Rabi,Maharashtra,Nashik,Wheat - IR,Cereals,Agriculture,1,34600.0,8.0,1.5,3.25,3.25,519.0,1124.5,1124.5,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2249.0,2768.0,81.25,8.0
2019,Rabi,Uttar Pradesh,Sitapur,Wheat,Cereals,Agriculture,1,63758.0,6.0,1.5,2.25,2.25,956.37,1434.555,1434.555,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2869.11,3825.4800000000005,74.99999999999999,6.000000000000001
2021,Kharif,Uttarakhand,Rudraprayag,Fingermillet (Ragi/Mandika) - Hills,Millets,Agriculture,1,49243.0,2.0,2.0,0.0,0.0,984.86,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,984.86,0.0,2.0
2018,Rabi,Telangana,Mahbubnagar,Groundnut (Pea Nut),Oilseeds,Agriculture,1,52500.0,4.0,1.5,1.25,1.25,787.5,656.25,656.25,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1312.5,2100.0,62.5,4.0
2018,Kharif,Maharashtra,Bid,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,31500.0,22.79,2.0,10.395,10.395,630.0,3274.425,3274.425,70,ORIENTAL INSURANCE,6548.85,7178.85,91.22422114962703,22.790000000000003
2022,Kharif,MEGHALAYA,Ri Bhoi,Paddy - Sali,Cereals,Agriculture,1,42646.0,5.0,2.0,0.2999999999999998,2.7,852.92,127.938,1151.442,90,AGRICULTURE INSURANCE COMPANY,1279.38,2132.3,60.0,5.0
2022,Rabi,Assam,Dhemaji,Mustard,Oilseeds,Agriculture,1,40725.0,7.0,1.5,0.5499999999999998,4.95,610.875,223.9875,2015.8875,80,AGRICULTURE INSURANCE COMPANY,2239.875,2850.75,78.57142857142857,7.000000000000001
2021,Rabi,Rajasthan,Sirohi,Wheat,Cereals,Agriculture,1,55546.0,4.0,1.5,1.25,1.25,833.19,694.325,694.325,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,1388.65,2221.84,62.5,4.0
2022,Rabi,Uttar Pradesh,Kasganj,Wheat,Cereals,Agriculture,1,72145.0,5.04,1.5,1.77,1.77,1082.175,1276.9665,1276.9665,90,AGRICULTURE INSURANCE COMPANY,2553.933,3636.1079999999997,70.23809523809524,5.039999999999999
2018,Kharif,Tamil Nadu,Karur,Banana,Fruits,Horticulture & Commercial,1,137826.0,5.4,5.0,0.2,0.2,6891.3,275.652,275.652,90,AGRICULTURE INSURANCE COMPANY,551.304,7442.604,7.4074074074074066,5.4
2021,Kharif,Odisha,Kalahandi,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,59250.0,5.0,5.0,0.0,0.0,2962.5,0.0,0.0,70,AGRICULTURE INSURANCE COMPANY,0.0,2962.5,0.0,5.0
2019,Kharif,Jharkhand,Pashchimi Singhbhum,Paddy (Dhan),Cereals,Agriculture,1,63972.0,8.97,2.0,3.485,3.485,1279.44,2229.4242,2229.4242,80,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,4458.8484,5738.2883999999995,77.70345596432553,8.969999999999999
2020,Rabi,TAMIL NADU,Cuddalore,Sugarcane - Seasonal/suru/plant,Sugar and Starch Crops,Horticulture & Commercial,1,128440.0,35.0,5.0,20.0,10.0,6422.0,25688.0,12844.0,80,AGRICULTURE INSURANCE COMPANY,38532.0,44954.0,85.71428571428571,35.0
2019,Rabi,Tamil Nadu,Namakkal,Black Gram (Urad),Pulses,Agriculture,1,38903.0,25.0,1.5,11.75,11.75,583.545,4571.1025,4571.1025,80,AGRICULTURE INSURANCE COMPANY,9142.205,9725.75,94.0,25.0
2019,Kharif,Jharkhand,Pashchimi Singhbhum,Maize (Makka),Millets,Agriculture,1,53072.0,4.0,2.0,1.0,1.0,1061.44,530.72,530.72,80,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,1061.44,2122.88,50.0,4.0
2020,Rabi,TAMIL NADU,Cuddalore,Rice Fallow Black Gram,Pulses,Agriculture,1,31641.0,35.0,1.5,21.75,11.75,474.615,6881.9175,3717.8175,80,AGRICULTURE INSURANCE COMPANY,10599.735,11074.349999999999,95.71428571428572,35.0
2022,Rabi,Himachal Pradesh,Kangra,Wheat,Cereals,Agriculture,1,30000.0,8.5,1.5,3.5,3.5,450.0,1050.0,1050.0,90,AGRICULTURE INSURANCE COMPANY,2100.0,2550.0,82.35294117647058,8.5
2018,Rabi,Rajasthan,Jaipur,Wheat,Cereals,Agriculture,1,55000.0,5.0,1.5,1.75,1.75,825.0,962.5,962.5,90,HDFC ERGO GENERAL INSURANCE CO. LTD.,1925.0,2750.0,70.0,5.0
2021,Rabi,Kerala,Malappuram,Tapioca - Rabi -I,Sugar and Starch Crops,Horticulture & Commercial,1,125000.0,3.5,3.5,0.0,0.0,4375.0,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,4375.0,0.0,3.5000000000000004
2019,Kharif,Maharashtra,Nagpur,Groundnut (Pea Nut),Oilseeds,Agriculture,1,32000.0,18.4,2.0,8.2,8.2,640.0,2624.0,2624.0,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5248.0,5888.0,89.13043478260869,18.4
2020,Rabi,TAMIL NADU,Dharmapuri,Onion,Vegetables,Horticulture & Commercial,1,74718.0,35.0,5.0,17.5,12.5,3735.9,13075.65,9339.75,90,AGRICULTURE INSURANCE COMPANY,22415.4,26151.3,85.71428571428572,35.0
